Title,Price,Make,Model,YOM,Mileage (km),Gear,Fuel Type,Engine (cc),URL
Toyota Corolla 1990 Car (Used),"Rs. 1,850,000",Toyota,Corolla,1990,278000,Manual,Diesel,1830,https://riyasewana.com/buy/toyota-corolla-sale-nugegoda-11234416
Nissan FB13 Anniversary Super Saloon 1993 Car (Used),Negotiable,Nissan,FB13 Anniversary Super Saloon,1993,220000,Manual,Petrol,1500,https://riyasewana.com/buy/nissan-fb13-anniversary-sale-kurunegala-11234407
Toyota Axio WXB 2019 Car (Used),"Rs. 12,500,000",Toyota,Axio WXB,2019,95000,Automatic,Hybrid,1500,https://riyasewana.com/buy/toyota-axio-wxb-sale-galle-11234404
Toyota Aqua X Urban Face 2015 Car (Used),"Rs. 8,250,000",Toyota,Aqua X Urban Face,2015,85000,Automatic,Hybrid,1500,https://riyasewana.com/buy/toyota-aqua-x-sale-colombo-11234394
Toyota CAMRY CV30 1993 Car (Used),"Rs. 2,250,000",Toyota,CAMRY CV30,1993,286000,Automatic,Diesel,1970,https://riyasewana.com/buy/toyota-camry-cv30-sale-kurunegala-11234383
Nissan Pulsar 1997 Car (Used),"Rs. 3,200,000",Nissan,Pulsar,1997,299000,Automatic,Petrol,1498,https://riyasewana.com/buy/nissan-pulsar-sale-colombo-11234367
Suzuki Swift 2004 Car (Used),"Rs. 4,450,000",Suzuki,Swift,2004,1300000,Automatic,Petrol,1300,https://riyasewana.com/buy/suzuki-swift-sale-badulla-11234366
Suzuki Alto 2015 Car (Used),Negotiable,Suzuki,Alto,2015,97000,Manual,Petrol,800,https://riyasewana.com/buy/suzuki-alto-sale-anuradapura-11234358
Toyota Axio 2007 Car (Used),"Rs. 7,000,000",Toyota,Axio,2007,150000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-axio-sale-gampaha-11234347
Toyota Allion 260 2012 Car (Used),Negotiable,Toyota,Allion 260,2012,125000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-allion-260-sale-kandy-11234325
Suzuki Wagon R Stingray 2018 Car (Used),Negotiable,Suzuki,Wagon R Stingray,2018,84000,Automatic,Hybrid,-,https://riyasewana.com/buy/suzuki-wagon-r-sale-kalmunai-11234339
Toyota Vios 2004 Car (Used),"Rs. 5,275,000",Toyota,Vios,2004,182000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-vios-sale-anuradapura-11234321
Toyota Corona AT 190 1994 Car (Used),"Rs. 550,000",Toyota,Corona AT 190,1994,225000,Manual,Petrol,1600,https://riyasewana.com/buy/toyota-corona-at-sale-anuradapura-11234320
Nissan B12 1987 Car (Used),"Rs. 1,390,000",Nissan,B12,1987,100000,Manual,Petrol,1300,https://riyasewana.com/buy/nissan-b12-sale-chilaw-11234319
Toyota Starlet EP82 1994 Car (Used),"Rs. 3,125,000",Toyota,Starlet EP82,1994,250000,Automatic,Petrol,1330,https://riyasewana.com/buy/toyota-starlet-ep82-sale-matale-11234317
Suzuki Swift RS 2018 Car (Used),"Rs. 7,700,000",Suzuki,Swift RS,2018,98000,Automatic,Petrol,1000,https://riyasewana.com/buy/suzuki-swift-rs-sale-dehiwala-mount-lavinia-11234316
Suzuki Wagon R 2017 Car (Used),Negotiable,Suzuki,Wagon R,2017,-,Automatic,Hybrid,-,https://riyasewana.com/buy/suzuki-wagon-r-sale-anuradapura-11234315
Toyota Vitz Edition 3 2019 Car (Used),"Rs. 8,375,000",Toyota,Vitz Edition 3,2019,75000,Automatic,Petrol,1000,https://riyasewana.com/buy/toyota-vitz-edition-sale-boralesgamuwa-11234312
Fiat 127 1980 Car (Used),Negotiable,Fiat,127,1980,-,Manual,Petrol,900,https://riyasewana.com/buy/fiat-127-sale-galle-11234313
Peugeot 207 SW 2012 Car (Used),"Rs. 7,000,000",Peugeot,207 SW,2012,110000,Manual,Petrol,1600,https://riyasewana.com/buy/peugeot-207-sw-sale-kottawa-11234284
Suzuki Hustler 2025 Car Unregistered (Recondition),"Rs. 8,750,000",Suzuki,Hustler,2025,215,Automatic,Hybrid,660,https://riyasewana.com/buy/suzuki-hustler-sale-colombo-11234305
Suzuki Spacia Turbo 2017 Car (Used),Negotiable,Suzuki,Spacia Turbo,2017,116000,Automatic,Petrol,650,https://riyasewana.com/buy/suzuki-spacia-turbo-sale-kandy-11234283
Nissan March K11 1999 Car (Used),"Rs. 2,600,000",Nissan,March K11,1999,1760000,Manual,Petrol,990,https://riyasewana.com/buy/nissan-march-k11-sale-kadawatha-11234273
Suzuki Wagon R FZ 2014 Car (Used),"Rs. 5,625,000",Suzuki,Wagon R FZ,2014,178000,Automatic,Petrol,650,https://riyasewana.com/buy/suzuki-wagon-r-sale-kandana-11234277
Suzuki Swift 2007 Car (Used),Negotiable,Suzuki,Swift,2007,1,Automatic,Petrol,1500,https://riyasewana.com/buy/suzuki-swift-sale-gampaha-11234271
Daihatsu Taft 2025 Car (Used),"Rs. 8,250,000",Daihatsu,Taft,2025,2800,Automatic,Petrol,658,https://riyasewana.com/buy/daihatsu-taft-sale-kandy-11229528
Daihatsu Taft 2025 Car (Used),"Rs. 8,450,000",Daihatsu,Taft,2025,256,Automatic,Petrol,660,https://riyasewana.com/buy/daihatsu-taft-sale-colombo-11231935
Zotye Z100 2020 Car (Used),"Rs. 3,150,000",Zotye,Z100,2020,67000,Manual,Petrol,1000,https://riyasewana.com/buy/zotye-z100-sale-malabe-11237230
Suzuki Spacia 2023 Car Unregistered (Recondition),"Rs. 8,200,000",Suzuki,Spacia,2023,5380,Automatic,Petrol,650,https://riyasewana.com/buy/suzuki-spacia-sale-polgahawela-11229705
Daihatsu Tanto Custom 2023 Car (Used),"Rs. 8,700,000",Daihatsu,Tanto Custom,2023,15000,Automatic,Petrol,650,https://riyasewana.com/buy/daihatsu-tanto-custom-sale-colombo-11234256
Suzuki Wagon R Stingray 2018 Car (Used),"Rs. 6,300,000",Suzuki,Wagon R Stingray,2018,105,Automatic,Hybrid,650,https://riyasewana.com/buy/suzuki-wagon-r-sale-ratnapura-11234245
Suzuki Wagon R Fz Safety 2017 Car (Used),Negotiable,Suzuki,Wagon R Fz Safety,2017,1,Automatic,Hybrid,650,https://riyasewana.com/buy/suzuki-wagon-r-sale-kaduwela-11234247
Suzuki Estilo 2010 Car (Used),"Rs. 3,350,000",Suzuki,Estilo,2010,1670000,Automatic,Petrol,1000,https://riyasewana.com/buy/suzuki-estilo-sale-ratnapura-11234236
Suzuki Alto Japan 2002 Car (Used),"Rs. 2,975,000",Suzuki,Alto Japan,2002,153000,Automatic,Petrol,650,https://riyasewana.com/buy/suzuki-alto-japan-sale-kurunegala-11234238
Honda Grace Sensing 2017 Car (Used),"Rs. 9,850,000",Honda,Grace Sensing,2017,120000,Automatic,Hybrid,1500,https://riyasewana.com/buy/honda-grace-sensing-sale-kurunegala-11234233
Suzuki Swift 2008 Car (Used),"Rs. 5,600,000",Suzuki,Swift,2008,160000,Automatic,Petrol,1490,https://riyasewana.com/buy/suzuki-swift-sale-polonnaruwa-11234232
Suzuki Wagon R Stingray 2015 Car (Used),Negotiable,Suzuki,Wagon R Stingray,2015,91000,Automatic,Petrol,800,https://riyasewana.com/buy/suzuki-wagon-r-sale-polonnaruwa-11234229
Toyota Premio 2013 Car (Used),"Rs. 11,000,000",Toyota,Premio,2013,170000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-premio-sale-galle-11234213
Audi A3 2023 Car Unregistered (Recondition),"Rs. 15,500,000",Audi,A3,2023,18000,Automatic,Petrol,1000,https://riyasewana.com/buy/audi-a3-sale-colombo-11234210
Suzuki Swift 2002 Car (Used),"Rs. 3,975,000",Suzuki,Swift,2002,165000,Automatic,Petrol,1300,https://riyasewana.com/buy/suzuki-swift-sale-kurunegala-11234227
Toyota Corsa Tercel 1996 Car (Used),"Rs. 3,100,000",Toyota,Corsa Tercel,1996,17000,Automatic,Petrol,1300,https://riyasewana.com/buy/toyota-corsa-tercel-sale-mawanella-11234208
Suzuki Maruti 2006 Car (Used),"Rs. 2,000,000",Suzuki,Maruti,2006,790000,Manual,Petrol,800,https://riyasewana.com/buy/suzuki-maruti-sale-horana-11234189
Toyota Roomy 2017 Car (Used),"Rs. 7,700,000",Toyota,Roomy,2017,118000,Automatic,Petrol,1000,https://riyasewana.com/buy/toyota-roomy-sale-matale-11234188
Honda FIT Gp 2 2012 Car (Used),Negotiable,Honda,FIT Gp 2,2012,95000,Automatic,Hybrid,1300,https://riyasewana.com/buy/honda-fit-gp-sale-weligama-11234185
Suzuki Wagon R 2014 Car (Used),"Rs. 5,775,000",Suzuki,Wagon R,2014,123000,Automatic,Petrol,650,https://riyasewana.com/buy/suzuki-wagon-r-sale-kaduwela-11234181
Perodua Kelisa 2007 Car (Used),"Rs. 3,350,000",Perodua,Kelisa,2007,140,Automatic,Petrol,1000,https://riyasewana.com/buy/perodua-kelisa-sale-colombo-11234179
Nissan B310 1982 Car (Used),"Rs. 675,000",Nissan,B310,1982,165000,Manual,Petrol,1400,https://riyasewana.com/buy/nissan-b310-sale-ratnapura-11234168
Mitsubishi Lancer CS1 2008 Car (Used),"Rs. 6,750,000",Mitsubishi,Lancer CS1,2008,246000,Manual,Petrol,1295,https://riyasewana.com/buy/mitsubishi-lancer-cs1-sale-kandy-11234143
Suzuki Maruti Wagon R 2008 Car (Used),Negotiable,Suzuki,Maruti Wagon R,2008,155000,Manual,Petrol,1000,https://riyasewana.com/buy/suzuki-maruti-wagon-sale-kadawatha-11234167
Toyota Axio 2015 Car (Used),"Rs. 9,500,000",Toyota,Axio,2015,188000,Automatic,Hybrid,1500,https://riyasewana.com/buy/toyota-axio-sale-dehiwala-mount-lavinia-11234140
Toyota Vitz Safety Edition 2 2018 Car (Used),"Rs. 7,795,000",Toyota,Vitz Safety Edition 2,2018,93000,Automatic,Petrol,1000,https://riyasewana.com/buy/toyota-vitz-safety-sale-nugegoda-11234126
Nissan N16 Ex Saloon 2003 Car (Used),"Rs. 4,000,000",Nissan,N16 Ex Saloon,2003,192000,Automatic,Petrol,1500,https://riyasewana.com/buy/nissan-n16-ex-sale-kandy-11234135
Honda Civic Ex Tech Pack UK Spec 2018 Car (Used),"Rs. 13,500,000",Honda,Civic Ex Tech Pack UK Spec,2018,40600,Automatic,Petrol,1000,https://riyasewana.com/buy/honda-civic-ex-sale-colombo-11234129
Suzuki Wagon R FX 2025 Car Unregistered (Recondition),Negotiable,Suzuki,Wagon R FX,2025,8,Automatic,Petrol,660,https://riyasewana.com/buy/suzuki-wagon-r-sale-nittambuwa-11234117
Suzuki SPACIA XS CUSTOM TURBO 2018 Car (Used),"Rs. 7,350,000",Suzuki,SPACIA XS CUSTOM TURBO,2018,81000,Automatic,Hybrid,-,https://riyasewana.com/buy/suzuki-spacia-xs-sale-kandy-11234121
Nissan FB14 1995 Car (Used),"Rs. 2,775,000",Nissan,FB14,1995,105000,Manual,Petrol,1500,https://riyasewana.com/buy/nissan-fb14-sale-gampaha-11234113
Toyota Carina Si 2000 Car (Used),"Rs. 5,300,000",Toyota,Carina Si,2000,1950000,Automatic,Petrol,1800,https://riyasewana.com/buy/toyota-carina-si-sale-chilaw-11234098
Suzuki Alto K10 2011 Car (Used),"Rs. 3,280,000",Suzuki,Alto K10,2011,213000,Manual,Petrol,1000,https://riyasewana.com/buy/suzuki-alto-k10-sale-ragama-11234102
Toyota Aqua 2014 Car (Used),"Rs. 7,150,000",Toyota,Aqua,2014,130000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-aqua-sale-gampaha-11234084
Suzuki Wagon R 2019 Car (Used),"Rs. 5,175,000",Suzuki,Wagon R,2019,130000,Automatic,Petrol,1000,https://riyasewana.com/buy/suzuki-wagon-r-sale-badulla-11234111
Honda ACCORD 1986 Car (Used),"Rs. 1,250,000",Honda,ACCORD,1986,-,Manual,Petrol,1500,https://riyasewana.com/buy/honda-accord-sale-gampola-11234083
Chery QQ 2007 Car (Used),"Rs. 890,000",Chery,QQ,2007,89370,Automatic,Petrol,800,https://riyasewana.com/buy/chery-qq-sale-gampaha-11234061
Suzuki Wagon R Stingray 2014 Car (Used),"Rs. 5,675,000",Suzuki,Wagon R Stingray,2014,96000,Automatic,Hybrid,660,https://riyasewana.com/buy/suzuki-wagon-r-sale-dehiwala-mount-lavinia-11234045
Toyota Vitz Safety 2016 Car (Used),"Rs. 7,250,000",Toyota,Vitz Safety,2016,77000,Automatic,Petrol,1000,https://riyasewana.com/buy/toyota-vitz-safety-sale-batticaloa-11234053
Toyota Corolla 141 2008 Car (Used),"Rs. 7,050,000",Toyota,Corolla 141,2008,110000,Automatic,Petrol,1600,https://riyasewana.com/buy/toyota-corolla-141-sale-kandy-11234065
Mercedes-Benz C200 Premium Plus 2020 Car (Used),"Rs. 28,500,000",Mercedes-Benz,C200 Premium Plus,2020,51000,Automatic,Petrol,1500,https://riyasewana.com/buy/mercedes-benz-c200-premium-sale-maharagama-11234021
Nissan FB15 2002 Car (Used),"Rs. 4,475,000",Nissan,FB15,2002,117900,Automatic,Petrol,1500,https://riyasewana.com/buy/nissan-fb15-sale-jaffna-11234003
Suzuki Wagon R 2005 Car (Used),"Rs. 2,750,000",Suzuki,Wagon R,2005,163000,Manual,Petrol,1000,https://riyasewana.com/buy/suzuki-wagon-r-sale-kadawatha-11233992
Toyota Sprinter EE111 1997 Car (Used),"Rs. 3,650,000",Toyota,Sprinter EE111,1997,165000,Manual,Petrol,1330,https://riyasewana.com/buy/toyota-sprinter-ee111-sale-matale-11239858
Daihatsu Mira L Safety 6 AA 2025 Car (Used),"Rs. 6,495,000",Daihatsu,Mira L Safety 6 AA,2025,2100,Automatic,Petrol,660,https://riyasewana.com/buy/daihatsu-mira-l-sale-ragama-11200474
Toyota Aqua Urban 2015 Car (Used),"Rs. 7,950,000",Toyota,Aqua Urban,2015,151000,Automatic,Hybrid,1496,https://riyasewana.com/buy/toyota-aqua-urban-sale-rajagiriya-11206134
Mercedes-Benz S300 2010 Car (Used),"Rs. 19,500,000",Mercedes-Benz,S300,2010,143000,Automatic,Petrol,2996,https://riyasewana.com/buy/mercedes-benz-s300-sale-wattala-11238835
Suzuki Celerio 2017 Car (Used),"Rs. 5,200,000",Suzuki,Celerio,2017,167500,Automatic,Petrol,998,https://riyasewana.com/buy/suzuki-celerio-sale-colombo-11233981
Suzuki Cultus 1996 Car (Used),"Rs. 2,550,000",Suzuki,Cultus,1996,300000,Manual,Petrol,1300,https://riyasewana.com/buy/suzuki-cultus-sale-peliyagoda-11233975
Suzuki Alto 2014 Car (Used),"Rs. 3,250,000",Suzuki,Alto,2014,119000,Manual,Petrol,800,https://riyasewana.com/buy/suzuki-alto-sale-anuradapura-11233920
Toyota Prius G Sport 2012 Car (Used),"Rs. 10,850,000",Toyota,Prius G Sport,2012,178000,Automatic,Hybrid,1800,https://riyasewana.com/buy/toyota-prius-g-sale-dehiwala-mount-lavinia-11233935
Daihatsu Thor 2023 Car (Used),Negotiable,Daihatsu,Thor,2023,9000,Automatic,Petrol,1000,https://riyasewana.com/buy/daihatsu-thor-sale-negombo-11233970
Morris Mini Cooper 1960 Car (Used),"Rs. 2,750,000",Morris,Mini Cooper,1960,116962,Automatic,Petrol,1000,https://riyasewana.com/buy/morris-mini-cooper-sale-colombo-11233925
Toyota Allion G Plus 2014 Car (Used),"Rs. 11,475,000",Toyota,Allion G Plus,2014,125000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-allion-g-sale-panadura-11233918
Suzuki Wagon R Stingray 2014 Car (Used),"Rs. 5,225,000",Suzuki,Wagon R Stingray,2014,178900,Automatic,Hybrid,660,https://riyasewana.com/buy/suzuki-wagon-r-sale-panadura-11233907
Suzuki Alto K10 2012 Car (Used),"Rs. 3,350,000",Suzuki,Alto K10,2012,244000,Manual,Petrol,1000,https://riyasewana.com/buy/suzuki-alto-k10-sale-battaramulla-11233898
Mitsubishi Lancer CK1 1997 Car (Used),"Rs. 3,950,000",Mitsubishi,Lancer CK1,1997,195000,Manual,Petrol,1300,https://riyasewana.com/buy/mitsubishi-lancer-ck1-sale-kurunegala-11233892
Hyundai Elantra 2004 Car (Used),"Rs. 2,860,000",Hyundai,Elantra,2004,165000,Automatic,Petrol,1600,https://riyasewana.com/buy/hyundai-elantra-sale-kurunegala-11233912
Mitsubishi Lancer CK1 1997 Car (Used),"Rs. 3,950,000",Mitsubishi,Lancer CK1,1997,195000,Manual,Petrol,1300,https://riyasewana.com/buy/mitsubishi-lancer-ck1-sale-kurunegala-11233888
Suzuki Wagon R Fx Safety 2023 Car Unregistered (Recondition),"Rs. 7,100,000",Suzuki,Wagon R Fx Safety,2023,1200,Automatic,Petrol,650,https://riyasewana.com/buy/suzuki-wagon-r-sale-matara-11233886
Honda Fit Shuttle Gp2 2014 Car (Used),Negotiable,Honda,Fit Shuttle Gp2,2014,165000,Automatic,Hybrid,1330,https://riyasewana.com/buy/honda-fit-shuttle-sale-negombo-11233881
Perodua AXIA 2016 Car (Used),"Rs. 5,325,000",Perodua,AXIA,2016,93100,Automatic,Petrol,1000,https://riyasewana.com/buy/perodua-axia-sale-matara-11233885
Nissan Sunny FB15 1999 Car (Used),"Rs. 3,975,000",Nissan,Sunny FB15,1999,1950000,Automatic,Petrol,1500,https://riyasewana.com/buy/nissan-sunny-fb15-sale-kurunegala-11233878
Nissan N16 2000 Car (Used),"Rs. 3,875,000",Nissan,N16,2000,180000,Automatic,Petrol,1500,https://riyasewana.com/buy/nissan-n16-sale-gampaha-11233874
Nissan Sunny FB15 2001 Car (Used),"Rs. 4,125,000",Nissan,Sunny FB15,2001,195000,Automatic,Petrol,1500,https://riyasewana.com/buy/nissan-sunny-fb15-sale-kurunegala-11233871
Suzuki Alto Sport 2004 Car (Used),"Rs. 2,675,000",Suzuki,Alto Sport,2004,-,Manual,Petrol,-,https://riyasewana.com/buy/suzuki-alto-sport-sale-kandy-11233860
Mercedes-Benz C220 2001 Car (Used),"Rs. 67,750,000",Mercedes-Benz,C220,2001,180000,Automatic,Diesel,2000,https://riyasewana.com/buy/mercedes-benz-c220-sale-kadawatha-11233856
Toyota Corona Premio 1999 Car (Used),"Rs. 3,400,000",Toyota,Corona Premio,1999,195000,Automatic,Petrol,1800,https://riyasewana.com/buy/toyota-corona-premio-sale-kurunegala-11233852
Toyota CARINA 192 1995 Car (Used),"Rs. 2,925,000",Toyota,CARINA 192,1995,200000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-carina-192-sale-gampaha-11233855
Toyota Allion 2008 Car (Used),Negotiable,Toyota,Allion,2008,180000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-allion-sale-kadawatha-11233847
Suzuki Wagon R FX 2024 Car (Used),"Rs. 7,750,000",Suzuki,Wagon R FX,2024,7600,Automatic,Hybrid,-,https://riyasewana.com/buy/suzuki-wagon-r-sale-ampara-11233845
Toyota Corolla AE110 1999 Car (Used),"Rs. 2,890,000",Toyota,Corolla AE110,1999,-,Manual,Petrol,1300,https://riyasewana.com/buy/toyota-corolla-ae110-sale-moratuwa-11233846
Suzuki ALTO JAPAN 2003 Car (Used),"Rs. 3,275,000",Suzuki,ALTO JAPAN,2003,200000,Automatic,Petrol,650,https://riyasewana.com/buy/suzuki-alto-japan-sale-gampaha-11233835
Toyota VITZ EDITION 2020 Car (Used),"Rs. 7,700,000",Toyota,VITZ EDITION,2020,41500,Automatic,Petrol,1000,https://riyasewana.com/buy/toyota-vitz-edition-sale-katunayake-11233832
Nissan Bluebird Sylphy 2002 Car (Used),Negotiable,Nissan,Bluebird Sylphy,2002,164000,Automatic,Petrol,1490,https://riyasewana.com/buy/nissan-bluebird-sylphy-sale-malabe-11233825
Toyota Corolla 1998 Car (Used),"Rs. 4,050,000",Toyota,Corolla,1998,-,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-corolla-sale-kottawa-11233824
Toyota Tank G T Turbo 2019 Car (Used),"Rs. 8,150,000",Toyota,Tank G T Turbo,2019,78300,Automatic,Petrol,1000,https://riyasewana.com/buy/toyota-tank-g-sale-kiribathgoda-11233823
Honda N-Box 2024 Car (Used),"Rs. 8,490,000",Honda,N-Box,2024,56,Automatic,Petrol,650,https://riyasewana.com/buy/honda-n-box-sale-malabe-11233820
Nissan N17 2004 Car (Used),"Rs. 5,950,000",Nissan,N17,2004,190000,Automatic,Petrol,1500,https://riyasewana.com/buy/nissan-n17-sale-ratnapura-11233817
Suzuki Swift 2005 Car (Used),"Rs. 4,250,000",Suzuki,Swift,2005,131000,Manual,Petrol,1300,https://riyasewana.com/buy/suzuki-swift-sale-colombo-11233809
Toyota Corolla NZE121 Japan G Grade 2000 Car (Used),Negotiable,Toyota,Corolla NZE121 Japan G Grade,2000,163000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-corolla-nze121-sale-kurunegala-11233808
Toyota Vitz 2007 Car (Used),Negotiable,Toyota,Vitz,2007,182000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-vitz-sale-moratuwa-11233803
Suzuki A-STAR 2010 Car (Used),"Rs. 4,590,000",Suzuki,A-STAR,2010,77400,Automatic,Petrol,998,https://riyasewana.com/buy/suzuki-a-star-sale-malabe-11233802
Suzuki A-STAR 2011 Car (Used),"Rs. 4,490,000",Suzuki,A-STAR,2011,129000,Automatic,Petrol,998,https://riyasewana.com/buy/suzuki-a-star-sale-malabe-11233800
Chery QQ 2007 Car (Used),"Rs. 1,550,000",Chery,QQ,2007,85000,Manual,Petrol,800,https://riyasewana.com/buy/chery-qq-sale-kalutara-11233798
Toyota Premio G 2013 Car (Used),"Rs. 11,000,000 (Ongoing Lease)",Toyota,Premio G,2013,120000,Automatic,Petrol,1499,https://riyasewana.com/buy/toyota-premio-g-sale-kandy-11233791
Toyota Sprinter 1996 Car (Used),Negotiable,Toyota,Sprinter,1996,177000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-sprinter-sale-colombo-11233786
Audi A3 Sedan TFSI 2023 Car Unregistered (Recondition),"Rs. 15,900,000",Audi,A3 Sedan TFSI,2023,16000,Automatic,Petrol,1000,https://riyasewana.com/buy/audi-a3-sedan-sale-colombo-11236570
Toyota Prius S Touring My Coordination 2014 Car (Used),"Rs. 10,800,000 (Ongoing Lease)",Toyota,Prius S Touring My Coordination,2014,197500,Automatic,Hybrid,1800,https://riyasewana.com/buy/toyota-prius-s-sale-malabe-11215051
Audi A4 S Line 2012 Car (Used),"Rs. 11,450,000",Audi,A4 S Line,2012,138000,Automatic,Petrol,1800,https://riyasewana.com/buy/audi-a4-s-sale-galle-11212172
Toyota Premio G 2013 Car (Used),"Rs. 11,000,000 (Ongoing Lease)",Toyota,Premio G,2013,120000,Automatic,Petrol,1499,https://riyasewana.com/buy/toyota-premio-g-sale-kandy-11233791
BMW 523I M5 KITTED STAGE 1 REMAPPED 2010 Car (Used),"Rs. 16,900,000",BMW,523I M5 KITTED STAGE 1 REMAPPED,2010,100000,Automatic,Petrol,2500,https://riyasewana.com/buy/bmw-523i-m5-sale-colombo-11228609
Toyota Sprinter 1996 Car (Used),Negotiable,Toyota,Sprinter,1996,177000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-sprinter-sale-colombo-11233786
Chery QQ 2015 Car (Used),"Rs. 2,280,000",Chery,QQ,2015,70000,Manual,Petrol,812,https://riyasewana.com/buy/chery-qq-sale-ja-ela-11233780
Mitsubishi Lancer Box 1993 Car (Used),"Rs. 1,150,000",Mitsubishi,Lancer Box,1993,300000,Manual,Petrol,1200,https://riyasewana.com/buy/mitsubishi-lancer-box-sale-homagama-11233778
Toyota Corolla AE110 1997 Car (Used),"Rs. 3,550,000",Toyota,Corolla AE110,1997,189000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-corolla-ae110-sale-ratnapura-11233767
Mercedes-Benz E200 PURE W213 PREMIUM PLUS 2018 Car (Used),"Rs. 28,500,000",Mercedes-Benz,E200 PURE W213 PREMIUM PLUS,2018,80000,Automatic,Petrol,1990,https://riyasewana.com/buy/mercedes-benz-e200-pure-sale-battaramulla-11233770
Nissan AD Wagon 2014 Car (Used),"Rs. 1,275,000 (Ongoing Lease)",Nissan,AD Wagon,2014,150000,Automatic,Petrol,1499,https://riyasewana.com/buy/nissan-ad-wagon-sale-negombo-11233766
Suzuki Wagon R 2017 Car (Used),"Rs. 6,650,000",Suzuki,Wagon R,2017,52000,Automatic,Hybrid,660,https://riyasewana.com/buy/suzuki-wagon-r-sale-galle-11233761
Suzuki Celerio Lxi 2015 Car (Used),"Rs. 4,550,000",Suzuki,Celerio Lxi,2015,95000,Manual,Petrol,1000,https://riyasewana.com/buy/suzuki-celerio-lxi-sale-panadura-11233756
Honda FIT GP5 2014 Car (Used),"Rs. 7,400,000",Honda,FIT GP5,2014,238000,Automatic,Hybrid,15000,https://riyasewana.com/buy/honda-fit-gp5-sale-colombo-11233747
Datsun Redi-GO 2016 Car (Used),"Rs. 3,100,000",Datsun,Redi-GO,2016,85000,Manual,Petrol,800,https://riyasewana.com/buy/datsun-redi-go-sale-kadawatha-11233731
Nissan Teana 2008 Car (Used),"Rs. 8,950,000",Nissan,Teana,2008,102000,Automatic,Petrol,2500,https://riyasewana.com/buy/nissan-teana-sale-dehiwala-mount-lavinia-11233732
Nissan TIIDA 2007 Car (Used),Negotiable,Nissan,TIIDA,2007,160000,Automatic,Petrol,1500,https://riyasewana.com/buy/nissan-tiida-sale-piliyandala-11233725
